WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000008:2 DISTRICT:000000010000000008:3
WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:00000001000000000a:2 DISTRICT:00000001000000000a:3
WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000006:2 DISTRICT:000000010000000006:3
CUSTOMER:0000000100000000030000000518:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000003:2 DISTRICT:000000010000000003:3
CUSTOMER:0000000100000000070000000828:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000007:2 DISTRICT:000000010000000007:3
CUSTOMER:0000000100000000090000000b2c:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000009:2 DISTRICT:000000010000000009:3
CUSTOMER:000000010000000005000000089a:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000005:2 DISTRICT:000000010000000005:3
CUSTOMER:00000001000000000900000004a8:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000009:2 DISTRICT:000000010000000009:3
CUSTOMER:0000000100000000020000000a20:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000002:2 DISTRICT:000000010000000002:3
CUSTOMER:00000001000000000500000001e8:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000005:2 DISTRICT:000000010000000005:3
CUSTOMER:00000001000000000400000000b6:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000004:2 DISTRICT:000000010000000004:3
CUSTOMER:000000010000000009000000092e:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000009:2 DISTRICT:000000010000000009:3
CUSTOMER:00000001000000000400000000a2:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000004:2 DISTRICT:000000010000000004:3
CUSTOMER:0000000100000000020000000930:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000002:2 DISTRICT:000000010000000002:3
CUSTOMER:0000000100000000010000000515:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000001:2 DISTRICT:000000010000000001:3
CUSTOMER:0000000100000000040000000530:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000004:2 DISTRICT:000000010000000004:3
CUSTOMER:0000000100000000010000000176:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000001:2 DISTRICT:000000010000000001:3
STOCK:000000010000003773:1:o STOCK:000000010000003773:1:p STOCK:000000010000003773:1:q STOCK:0000000100000152fa:1:c STOCK:0000000100000152fa:1:e STOCK:0000000100000152fa:1:n STOCK:0000000100000152fa:1:o STOCK:0000000100000152fa:1:p STOCK:0000000100000152fa:1:q STOCK:000000010000012657:1:c STOCK:000000010000012657:1:e STOCK:000000010000012657:1:n STOCK:000000010000012657:1:o STOCK:000000010000012657:1:p STOCK:000000010000012657:1:q
CUSTOMER:0000000100000000020000000178:1:p STOCK:00000001000000f66f:1:c STOCK:00000001000000f66f:1:e STOCK:00000001000000f66f:1:n STOCK:00000001000000f66f:1:o STOCK:00000001000000f66f:1:p STOCK:00000001000000f66f:1:q STOCK:000000010000016ebf:1:c STOCK:000000010000016ebf:1:e STOCK:000000010000016ebf:1:n STOCK:000000010000016ebf:1:o STOCK:000000010000016ebf:1:p STOCK:000000010000016ebf:1:q STOCK:00000001000001165d:1:c STOCK:00000001000001165d:1:e
CUSTOMER:0000000100000000020000000178:1:n CUSTOMER:0000000100000000020000000178:1:p STOCK:00000001000000f66f:1:c STOCK:00000001000000f66f:1:e STOCK:00000001000000f66f:1:n STOCK:00000001000000f66f:1:o STOCK:00000001000000f66f:1:p STOCK:00000001000000f66f:1:q STOCK:000000010000016ebf:1:c STOCK:000000010000016ebf:1:e STOCK:000000010000016ebf:1:n STOCK:000000010000016ebf:1:o STOCK:000000010000016ebf:1:p STOCK:000000010000016ebf:1:q STOCK:00000001000001165d:1:c
CUSTOMER:0000000100000000020000000178:1:f CUSTOMER:0000000100000000020000000178:1:n CUSTOMER:0000000100000000020000000178:1:p STOCK:00000001000000f66f:1:c STOCK:00000001000000f66f:1:e STOCK:00000001000000f66f:1:n STOCK:00000001000000f66f:1:o STOCK:00000001000000f66f:1:p STOCK:00000001000000f66f:1:q STOCK:000000010000016ebf:1:c STOCK:000000010000016ebf:1:e STOCK:000000010000016ebf:1:n STOCK:000000010000016ebf:1:o STOCK:000000010000016ebf:1:p STOCK:000000010000016ebf:1:q
STOCK:00000001000001067f:1:q STOCK:000000010000003773:1:c STOCK:000000010000003773:1:e STOCK:000000010000003773:1:n STOCK:000000010000003773:1:o STOCK:000000010000003773:1:p STOCK:000000010000003773:1:q STOCK:0000000100000152fa:1:c STOCK:0000000100000152fa:1:e STOCK:0000000100000152fa:1:n STOCK:0000000100000152fa:1:o STOCK:0000000100000152fa:1:p STOCK:0000000100000152fa:1:q STOCK:000000010000012657:1:c STOCK:000000010000012657:1:e
ITEM:00000e1e:1:c ITEM:00000e1e:1:d ITEM:00000e1e:1:e ITEM:000035ff:1:c ITEM:000035ff:1:d ITEM:000035ff:1:e ITEM:0000775d:1:c ITEM:0000775d:1:d ITEM:0000775d:1:e ITEM:0000773f:1:c ITEM:0000773f:1:d ITEM:0000773f:1:e ITEM:0000f769:1:c ITEM:0000f769:1:d ITEM:0000f769:1:e
ITEM:0000955e:1:e ITEM:00000e1e:1:c ITEM:00000e1e:1:d ITEM:00000e1e:1:e ITEM:000035ff:1:c ITEM:000035ff:1:d ITEM:000035ff:1:e ITEM:0000775d:1:c ITEM:0000775d:1:d ITEM:0000775d:1:e ITEM:0000773f:1:c ITEM:0000773f:1:d ITEM:0000773f:1:e ITEM:0000f769:1:c ITEM:0000f769:1:d
ITEM:0000955e:1:d ITEM:0000955e:1:e ITEM:00000e1e:1:c ITEM:00000e1e:1:d ITEM:00000e1e:1:e ITEM:000035ff:1:c ITEM:000035ff:1:d ITEM:000035ff:1:e ITEM:0000775d:1:c ITEM:0000775d:1:d ITEM:0000775d:1:e ITEM:0000773f:1:c ITEM:0000773f:1:d ITEM:0000773f:1:e ITEM:0000f769:1:c
ITEM:0000955e:1:c ITEM:0000955e:1:d ITEM:0000955e:1:e ITEM:00000e1e:1:c ITEM:00000e1e:1:d ITEM:00000e1e:1:e ITEM:000035ff:1:c ITEM:000035ff:1:d ITEM:000035ff:1:e ITEM:0000775d:1:c ITEM:0000775d:1:d ITEM:0000775d:1:e ITEM:0000773f:1:c ITEM:0000773f:1:d ITEM:0000773f:1:e
ITEM:0001165d:1:e ITEM:0000955e:1:c ITEM:0000955e:1:d ITEM:0000955e:1:e ITEM:00000e1e:1:c ITEM:00000e1e:1:d ITEM:00000e1e:1:e ITEM:000035ff:1:c ITEM:000035ff:1:d ITEM:000035ff:1:e ITEM:0000775d:1:c ITEM:0000775d:1:d ITEM:0000775d:1:e ITEM:0000773f:1:c ITEM:0000773f:1:d
ITEM:0001165d:1:d ITEM:0001165d:1:e ITEM:0000955e:1:c ITEM:0000955e:1:d ITEM:0000955e:1:e ITEM:00000e1e:1:c ITEM:00000e1e:1:d ITEM:00000e1e:1:e ITEM:000035ff:1:c ITEM:000035ff:1:d ITEM:000035ff:1:e ITEM:0000775d:1:c ITEM:0000775d:1:d ITEM:0000775d:1:e ITEM:0000773f:1:c
ITEM:0001165d:1:c ITEM:0001165d:1:d ITEM:0001165d:1:e ITEM:0000955e:1:c ITEM:0000955e:1:d ITEM:0000955e:1:e ITEM:00000e1e:1:c ITEM:00000e1e:1:d ITEM:00000e1e:1:e ITEM:000035ff:1:c ITEM:000035ff:1:d ITEM:000035ff:1:e ITEM:0000775d:1:c ITEM:0000775d:1:d ITEM:0000775d:1:e
ITEM:00016ebf:1:e ITEM:0001165d:1:c ITEM:0001165d:1:d ITEM:0001165d:1:e ITEM:0000955e:1:c ITEM:0000955e:1:d ITEM:0000955e:1:e ITEM:00000e1e:1:c ITEM:00000e1e:1:d ITEM:00000e1e:1:e ITEM:000035ff:1:c ITEM:000035ff:1:d ITEM:000035ff:1:e ITEM:0000775d:1:c ITEM:0000775d:1:d
ITEM:00016ebf:1:d ITEM:00016ebf:1:e ITEM:0001165d:1:c ITEM:0001165d:1:d ITEM:0001165d:1:e ITEM:0000955e:1:c ITEM:0000955e:1:d ITEM:0000955e:1:e ITEM:00000e1e:1:c ITEM:00000e1e:1:d ITEM:00000e1e:1:e ITEM:000035ff:1:c ITEM:000035ff:1:d ITEM:000035ff:1:e ITEM:0000775d:1:c
ITEM:00016ebf:1:c ITEM:00016ebf:1:d ITEM:00016ebf:1:e ITEM:0001165d:1:c ITEM:0001165d:1:d ITEM:0001165d:1:e ITEM:0000955e:1:c ITEM:0000955e:1:d ITEM:0000955e:1:e ITEM:00000e1e:1:c ITEM:00000e1e:1:d ITEM:00000e1e:1:e ITEM:000035ff:1:c ITEM:000035ff:1:d ITEM:000035ff:1:e
ITEM:0000f66f:1:e ITEM:00016ebf:1:c ITEM:00016ebf:1:d ITEM:00016ebf:1:e ITEM:0001165d:1:c ITEM:0001165d:1:d ITEM:0001165d:1:e ITEM:0000955e:1:c ITEM:0000955e:1:d ITEM:0000955e:1:e ITEM:00000e1e:1:c ITEM:00000e1e:1:d ITEM:00000e1e:1:e ITEM:000035ff:1:c ITEM:000035ff:1:d
ITEM:0000f66f:1:d ITEM:0000f66f:1:e ITEM:00016ebf:1:c ITEM:00016ebf:1:d ITEM:00016ebf:1:e ITEM:0001165d:1:c ITEM:0001165d:1:d ITEM:0001165d:1:e ITEM:0000955e:1:c ITEM:0000955e:1:d ITEM:0000955e:1:e ITEM:00000e1e:1:c ITEM:00000e1e:1:d ITEM:00000e1e:1:e ITEM:000035ff:1:c
ITEM:0000f66f:1:c ITEM:0000f66f:1:d ITEM:0000f66f:1:e ITEM:00016ebf:1:c ITEM:00016ebf:1:d ITEM:00016ebf:1:e ITEM:0001165d:1:c ITEM:0001165d:1:d ITEM:0001165d:1:e ITEM:0000955e:1:c ITEM:0000955e:1:d ITEM:0000955e:1:e ITEM:00000e1e:1:c ITEM:00000e1e:1:d ITEM:00000e1e:1:e
ITEM:00000e1e:1:d ITEM:00000e1e:1:e ITEM:000035ff:1:c ITEM:000035ff:1:d ITEM:000035ff:1:e ITEM:0000775d:1:c ITEM:0000775d:1:d ITEM:0000775d:1:e ITEM:0000773f:1:c ITEM:0000773f:1:d ITEM:0000773f:1:e ITEM:0000f769:1:c ITEM:0000f769:1:d ITEM:0000f769:1:e ITEM:0001377f:1:c
ITEM:00000e1e:1:e ITEM:000035ff:1:c ITEM:000035ff:1:d ITEM:000035ff:1:e ITEM:0000775d:1:c ITEM:0000775d:1:d ITEM:0000775d:1:e ITEM:0000773f:1:c ITEM:0000773f:1:d ITEM:0000773f:1:e ITEM:0000f769:1:c ITEM:0000f769:1:d ITEM:0000f769:1:e ITEM:0001377f:1:c ITEM:0001377f:1:d
STOCK:00000001000000371f:1:o STOCK:00000001000000371f:1:p STOCK:00000001000000371f:1:q STOCK:000000010000014efd:1:c STOCK:000000010000014efd:1:g STOCK:000000010000014efd:1:n STOCK:000000010000014efd:1:o STOCK:000000010000014efd:1:p STOCK:000000010000014efd:1:q STOCK:000000010000000eff:1:c STOCK:000000010000000eff:1:g STOCK:000000010000000eff:1:n STOCK:000000010000000eff:1:o STOCK:000000010000000eff:1:p STOCK:000000010000000eff:1:q
STOCK:00000001000000371f:1:n STOCK:00000001000000371f:1:o STOCK:00000001000000371f:1:p STOCK:00000001000000371f:1:q STOCK:000000010000014efd:1:c STOCK:000000010000014efd:1:g STOCK:000000010000014efd:1:n STOCK:000000010000014efd:1:o STOCK:000000010000014efd:1:p STOCK:000000010000014efd:1:q STOCK:000000010000000eff:1:c STOCK:000000010000000eff:1:g STOCK:000000010000000eff:1:n STOCK:000000010000000eff:1:o STOCK:000000010000000eff:1:p
STOCK:00000001000000371f:1:g STOCK:00000001000000371f:1:n STOCK:00000001000000371f:1:o STOCK:00000001000000371f:1:p STOCK:00000001000000371f:1:q STOCK:000000010000014efd:1:c STOCK:000000010000014efd:1:g STOCK:000000010000014efd:1:n STOCK:000000010000014efd:1:o STOCK:000000010000014efd:1:p STOCK:000000010000014efd:1:q STOCK:000000010000000eff:1:c STOCK:000000010000000eff:1:g STOCK:000000010000000eff:1:n STOCK:000000010000000eff:1:o
STOCK:00000001000000371f:1:c STOCK:00000001000000371f:1:g STOCK:00000001000000371f:1:n STOCK:00000001000000371f:1:o STOCK:00000001000000371f:1:p STOCK:00000001000000371f:1:q STOCK:000000010000014efd:1:c STOCK:000000010000014efd:1:g STOCK:000000010000014efd:1:n STOCK:000000010000014efd:1:o STOCK:000000010000014efd:1:p STOCK:000000010000014efd:1:q STOCK:000000010000000eff:1:c STOCK:000000010000000eff:1:g STOCK:000000010000000eff:1:n
STOCK:00000001000000d57e:1:q STOCK:00000001000000371f:1:c STOCK:00000001000000371f:1:g STOCK:00000001000000371f:1:n STOCK:00000001000000371f:1:o STOCK:00000001000000371f:1:p STOCK:00000001000000371f:1:q STOCK:000000010000014efd:1:c STOCK:000000010000014efd:1:g STOCK:000000010000014efd:1:n STOCK:000000010000014efd:1:o STOCK:000000010000014efd:1:p STOCK:000000010000014efd:1:q STOCK:000000010000000eff:1:c STOCK:000000010000000eff:1:g
STOCK:00000001000000d57e:1:p STOCK:00000001000000d57e:1:q STOCK:00000001000000371f:1:c STOCK:00000001000000371f:1:g STOCK:00000001000000371f:1:n STOCK:00000001000000371f:1:o STOCK:00000001000000371f:1:p STOCK:00000001000000371f:1:q STOCK:000000010000014efd:1:c STOCK:000000010000014efd:1:g STOCK:000000010000014efd:1:n STOCK:000000010000014efd:1:o STOCK:000000010000014efd:1:p STOCK:000000010000014efd:1:q STOCK:000000010000000eff:1:c
STOCK:00000001000000d57e:1:o STOCK:00000001000000d57e:1:p STOCK:00000001000000d57e:1:q STOCK:00000001000000371f:1:c STOCK:00000001000000371f:1:g STOCK:00000001000000371f:1:n STOCK:00000001000000371f:1:o STOCK:00000001000000371f:1:p STOCK:00000001000000371f:1:q STOCK:000000010000014efd:1:c STOCK:000000010000014efd:1:g STOCK:000000010000014efd:1:n STOCK:000000010000014efd:1:o STOCK:000000010000014efd:1:p STOCK:000000010000014efd:1:q
STOCK:00000001000000d57e:1:n STOCK:00000001000000d57e:1:o STOCK:00000001000000d57e:1:p STOCK:00000001000000d57e:1:q STOCK:00000001000000371f:1:c STOCK:00000001000000371f:1:g STOCK:00000001000000371f:1:n STOCK:00000001000000371f:1:o STOCK:00000001000000371f:1:p STOCK:00000001000000371f:1:q STOCK:000000010000014efd:1:c STOCK:000000010000014efd:1:g STOCK:000000010000014efd:1:n STOCK:000000010000014efd:1:o STOCK:000000010000014efd:1:p
STOCK:00000001000000d57e:1:g STOCK:00000001000000d57e:1:n STOCK:00000001000000d57e:1:o STOCK:00000001000000d57e:1:p STOCK:00000001000000d57e:1:q STOCK:00000001000000371f:1:c STOCK:00000001000000371f:1:g STOCK:00000001000000371f:1:n STOCK:00000001000000371f:1:o STOCK:00000001000000371f:1:p STOCK:00000001000000371f:1:q STOCK:000000010000014efd:1:c STOCK:000000010000014efd:1:g STOCK:000000010000014efd:1:n STOCK:000000010000014efd:1:o
STOCK:00000001000000d57e:1:c STOCK:00000001000000d57e:1:g STOCK:00000001000000d57e:1:n STOCK:00000001000000d57e:1:o STOCK:00000001000000d57e:1:p STOCK:00000001000000d57e:1:q STOCK:00000001000000371f:1:c STOCK:00000001000000371f:1:g STOCK:00000001000000371f:1:n STOCK:00000001000000371f:1:o STOCK:00000001000000371f:1:p STOCK:00000001000000371f:1:q STOCK:000000010000014efd:1:c STOCK:000000010000014efd:1:g STOCK:000000010000014efd:1:n
STOCK:00000001000000573f:1:q STOCK:00000001000000d57e:1:c STOCK:00000001000000d57e:1:g STOCK:00000001000000d57e:1:n STOCK:00000001000000d57e:1:o STOCK:00000001000000d57e:1:p STOCK:00000001000000d57e:1:q STOCK:00000001000000371f:1:c STOCK:00000001000000371f:1:g STOCK:00000001000000371f:1:n STOCK:00000001000000371f:1:o STOCK:00000001000000371f:1:p STOCK:00000001000000371f:1:q STOCK:000000010000014efd:1:c STOCK:000000010000014efd:1:g
STOCK:00000001000000573f:1:p STOCK:00000001000000573f:1:q STOCK:00000001000000d57e:1:c STOCK:00000001000000d57e:1:g STOCK:00000001000000d57e:1:n STOCK:00000001000000d57e:1:o STOCK:00000001000000d57e:1:p STOCK:00000001000000d57e:1:q STOCK:00000001000000371f:1:c STOCK:00000001000000371f:1:g STOCK:00000001000000371f:1:n STOCK:00000001000000371f:1:o STOCK:00000001000000371f:1:p STOCK:00000001000000371f:1:q STOCK:000000010000014efd:1:c
STOCK:00000001000000573f:1:o STOCK:00000001000000573f:1:p STOCK:00000001000000573f:1:q STOCK:00000001000000d57e:1:c STOCK:00000001000000d57e:1:g STOCK:00000001000000d57e:1:n STOCK:00000001000000d57e:1:o STOCK:00000001000000d57e:1:p STOCK:00000001000000d57e:1:q STOCK:00000001000000371f:1:c STOCK:00000001000000371f:1:g STOCK:00000001000000371f:1:n STOCK:00000001000000371f:1:o STOCK:00000001000000371f:1:p STOCK:00000001000000371f:1:q
STOCK:00000001000000573f:1:n STOCK:00000001000000573f:1:o STOCK:00000001000000573f:1:p STOCK:00000001000000573f:1:q STOCK:00000001000000d57e:1:c STOCK:00000001000000d57e:1:g STOCK:00000001000000d57e:1:n STOCK:00000001000000d57e:1:o STOCK:00000001000000d57e:1:p STOCK:00000001000000d57e:1:q STOCK:00000001000000371f:1:c STOCK:00000001000000371f:1:g STOCK:00000001000000371f:1:n STOCK:00000001000000371f:1:o STOCK:00000001000000371f:1:p
STOCK:00000001000000573f:1:g STOCK:00000001000000573f:1:n STOCK:00000001000000573f:1:o STOCK:00000001000000573f:1:p STOCK:00000001000000573f:1:q STOCK:00000001000000d57e:1:c STOCK:00000001000000d57e:1:g STOCK:00000001000000d57e:1:n STOCK:00000001000000d57e:1:o STOCK:00000001000000d57e:1:p STOCK:00000001000000d57e:1:q STOCK:00000001000000371f:1:c STOCK:00000001000000371f:1:g STOCK:00000001000000371f:1:n STOCK:00000001000000371f:1:o
STOCK:00000001000000573f:1:c STOCK:00000001000000573f:1:g STOCK:00000001000000573f:1:n STOCK:00000001000000573f:1:o STOCK:00000001000000573f:1:p STOCK:00000001000000573f:1:q STOCK:00000001000000d57e:1:c STOCK:00000001000000d57e:1:g STOCK:00000001000000d57e:1:n STOCK:00000001000000d57e:1:o STOCK:00000001000000d57e:1:p STOCK:00000001000000d57e:1:q STOCK:00000001000000371f:1:c STOCK:00000001000000371f:1:g STOCK:00000001000000371f:1:n
ITEM:000035ff:1:c ITEM:000035ff:1:d ITEM:000035ff:1:e ITEM:0000775d:1:c ITEM:0000775d:1:d ITEM:0000775d:1:e ITEM:0000773f:1:c ITEM:0000773f:1:d ITEM:0000773f:1:e ITEM:0000f769:1:c ITEM:0000f769:1:d ITEM:0000f769:1:e ITEM:0001377f:1:c ITEM:0001377f:1:d ITEM:0001377f:1:e
DISTRICT:000000010000000002:1:k CUSTOMER:0000000100000000020000000178:1:f CUSTOMER:0000000100000000020000000178:1:n CUSTOMER:0000000100000000020000000178:1:p STOCK:00000001000000f66f:1:c STOCK:00000001000000f66f:1:e STOCK:00000001000000f66f:1:n STOCK:00000001000000f66f:1:o STOCK:00000001000000f66f:1:p STOCK:00000001000000f66f:1:q STOCK:000000010000016ebf:1:c STOCK:000000010000016ebf:1:e STOCK:000000010000016ebf:1:n STOCK:000000010000016ebf:1:o STOCK:000000010000016ebf:1:p
STOCK:00000001000001067f:1:p STOCK:00000001000001067f:1:q STOCK:000000010000003773:1:c STOCK:000000010000003773:1:e STOCK:000000010000003773:1:n STOCK:000000010000003773:1:o STOCK:000000010000003773:1:p STOCK:000000010000003773:1:q STOCK:0000000100000152fa:1:c STOCK:0000000100000152fa:1:e STOCK:0000000100000152fa:1:n STOCK:0000000100000152fa:1:o STOCK:0000000100000152fa:1:p STOCK:0000000100000152fa:1:q STOCK:000000010000012657:1:c
CUSTOMER:0000000100000000040000000848:1:f CUSTOMER:0000000100000000040000000848:1:n CUSTOMER:0000000100000000040000000848:1:p STOCK:00000001000000975a:1:c STOCK:00000001000000975a:1:g STOCK:00000001000000975a:1:n STOCK:00000001000000975a:1:o STOCK:00000001000000975a:1:p STOCK:00000001000000975a:1:q STOCK:00000001000000f37e:1:c STOCK:00000001000000f37e:1:g STOCK:00000001000000f37e:1:n STOCK:00000001000000f37e:1:o STOCK:00000001000000f37e:1:p STOCK:00000001000000f37e:1:q
ITEM:0000573f:1:c ITEM:0000573f:1:d ITEM:0000573f:1:e ITEM:0000d57e:1:c ITEM:0000d57e:1:d ITEM:0000d57e:1:e ITEM:0000371f:1:c ITEM:0000371f:1:d ITEM:0000371f:1:e ITEM:00014efd:1:c ITEM:00014efd:1:d ITEM:00014efd:1:e ITEM:00000eff:1:c ITEM:00000eff:1:d ITEM:00000eff:1:e
STOCK:000000010000016efd:1:o STOCK:000000010000016efd:1:p STOCK:000000010000016efd:1:q STOCK:00000001000000d55f:1:c STOCK:00000001000000d55f:1:l STOCK:00000001000000d55f:1:n STOCK:00000001000000d55f:1:o STOCK:00000001000000d55f:1:p STOCK:00000001000000d55f:1:q STOCK:00000001000000cf3e:1:c STOCK:00000001000000cf3e:1:l STOCK:00000001000000cf3e:1:n STOCK:00000001000000cf3e:1:o STOCK:00000001000000cf3e:1:p STOCK:00000001000000cf3e:1:q
STOCK:000000010000016efd:1:n STOCK:000000010000016efd:1:o STOCK:000000010000016efd:1:p STOCK:000000010000016efd:1:q STOCK:00000001000000d55f:1:c STOCK:00000001000000d55f:1:l STOCK:00000001000000d55f:1:n STOCK:00000001000000d55f:1:o STOCK:00000001000000d55f:1:p STOCK:00000001000000d55f:1:q STOCK:00000001000000cf3e:1:c STOCK:00000001000000cf3e:1:l STOCK:00000001000000cf3e:1:n STOCK:00000001000000cf3e:1:o STOCK:00000001000000cf3e:1:p
STOCK:000000010000016efd:1:l STOCK:000000010000016efd:1:n STOCK:000000010000016efd:1:o STOCK:000000010000016efd:1:p STOCK:000000010000016efd:1:q STOCK:00000001000000d55f:1:c STOCK:00000001000000d55f:1:l STOCK:00000001000000d55f:1:n STOCK:00000001000000d55f:1:o STOCK:00000001000000d55f:1:p STOCK:00000001000000d55f:1:q STOCK:00000001000000cf3e:1:c STOCK:00000001000000cf3e:1:l STOCK:00000001000000cf3e:1:n STOCK:00000001000000cf3e:1:o
STOCK:000000010000016efd:1:c STOCK:000000010000016efd:1:l STOCK:000000010000016efd:1:n STOCK:000000010000016efd:1:o STOCK:000000010000016efd:1:p STOCK:000000010000016efd:1:q STOCK:00000001000000d55f:1:c STOCK:00000001000000d55f:1:l STOCK:00000001000000d55f:1:n STOCK:00000001000000d55f:1:o STOCK:00000001000000d55f:1:p STOCK:00000001000000d55f:1:q STOCK:00000001000000cf3e:1:c STOCK:00000001000000cf3e:1:l STOCK:00000001000000cf3e:1:n
STOCK:000000010000014cfa:1:q STOCK:000000010000016efd:1:c STOCK:000000010000016efd:1:l STOCK:000000010000016efd:1:n STOCK:000000010000016efd:1:o STOCK:000000010000016efd:1:p STOCK:000000010000016efd:1:q STOCK:00000001000000d55f:1:c STOCK:00000001000000d55f:1:l STOCK:00000001000000d55f:1:n STOCK:00000001000000d55f:1:o STOCK:00000001000000d55f:1:p STOCK:00000001000000d55f:1:q STOCK:00000001000000cf3e:1:c STOCK:00000001000000cf3e:1:l
STOCK:000000010000014cfa:1:p STOCK:000000010000014cfa:1:q STOCK:000000010000016efd:1:c STOCK:000000010000016efd:1:l STOCK:000000010000016efd:1:n STOCK:000000010000016efd:1:o STOCK:000000010000016efd:1:p STOCK:000000010000016efd:1:q STOCK:00000001000000d55f:1:c STOCK:00000001000000d55f:1:l STOCK:00000001000000d55f:1:n STOCK:00000001000000d55f:1:o STOCK:00000001000000d55f:1:p STOCK:00000001000000d55f:1:q STOCK:00000001000000cf3e:1:c
STOCK:000000010000014cfa:1:o STOCK:000000010000014cfa:1:p STOCK:000000010000014cfa:1:q STOCK:000000010000016efd:1:c STOCK:000000010000016efd:1:l STOCK:000000010000016efd:1:n STOCK:000000010000016efd:1:o STOCK:000000010000016efd:1:p STOCK:000000010000016efd:1:q STOCK:00000001000000d55f:1:c STOCK:00000001000000d55f:1:l STOCK:00000001000000d55f:1:n STOCK:00000001000000d55f:1:o STOCK:00000001000000d55f:1:p STOCK:00000001000000d55f:1:q
STOCK:000000010000014cfa:1:n STOCK:000000010000014cfa:1:o STOCK:000000010000014cfa:1:p STOCK:000000010000014cfa:1:q STOCK:000000010000016efd:1:c STOCK:000000010000016efd:1:l STOCK:000000010000016efd:1:n STOCK:000000010000016efd:1:o STOCK:000000010000016efd:1:p STOCK:000000010000016efd:1:q STOCK:00000001000000d55f:1:c STOCK:00000001000000d55f:1:l STOCK:00000001000000d55f:1:n STOCK:00000001000000d55f:1:o STOCK:00000001000000d55f:1:p
STOCK:000000010000014cfa:1:l STOCK:000000010000014cfa:1:n STOCK:000000010000014cfa:1:o STOCK:000000010000014cfa:1:p STOCK:000000010000014cfa:1:q STOCK:000000010000016efd:1:c STOCK:000000010000016efd:1:l STOCK:000000010000016efd:1:n STOCK:000000010000016efd:1:o STOCK:000000010000016efd:1:p STOCK:000000010000016efd:1:q STOCK:00000001000000d55f:1:c STOCK:00000001000000d55f:1:l STOCK:00000001000000d55f:1:n STOCK:00000001000000d55f:1:o
STOCK:000000010000014cfa:1:c STOCK:000000010000014cfa:1:l STOCK:000000010000014cfa:1:n STOCK:000000010000014cfa:1:o STOCK:000000010000014cfa:1:p STOCK:000000010000014cfa:1:q STOCK:000000010000016efd:1:c STOCK:000000010000016efd:1:l STOCK:000000010000016efd:1:n STOCK:000000010000016efd:1:o STOCK:000000010000016efd:1:p STOCK:000000010000016efd:1:q STOCK:00000001000000d55f:1:c STOCK:00000001000000d55f:1:l STOCK:00000001000000d55f:1:n
STOCK:000000010000000f1f:1:q STOCK:000000010000014cfa:1:c STOCK:000000010000014cfa:1:l STOCK:000000010000014cfa:1:n STOCK:000000010000014cfa:1:o STOCK:000000010000014cfa:1:p STOCK:000000010000014cfa:1:q STOCK:000000010000016efd:1:c STOCK:000000010000016efd:1:l STOCK:000000010000016efd:1:n STOCK:000000010000016efd:1:o STOCK:000000010000016efd:1:p STOCK:000000010000016efd:1:q STOCK:00000001000000d55f:1:c STOCK:00000001000000d55f:1:l
STOCK:00000001000000f66b:1:q STOCK:00000001000000573f:1:c STOCK:00000001000000573f:1:g STOCK:00000001000000573f:1:n STOCK:00000001000000573f:1:o STOCK:00000001000000573f:1:p STOCK:00000001000000573f:1:q STOCK:00000001000000d57e:1:c STOCK:00000001000000d57e:1:g STOCK:00000001000000d57e:1:n STOCK:00000001000000d57e:1:o STOCK:00000001000000d57e:1:p STOCK:00000001000000d57e:1:q STOCK:00000001000000371f:1:c STOCK:00000001000000371f:1:g
STOCK:000000010000000f1f:1:p STOCK:000000010000000f1f:1:q STOCK:000000010000014cfa:1:c STOCK:000000010000014cfa:1:l STOCK:000000010000014cfa:1:n STOCK:000000010000014cfa:1:o STOCK:000000010000014cfa:1:p STOCK:000000010000014cfa:1:q STOCK:000000010000016efd:1:c STOCK:000000010000016efd:1:l STOCK:000000010000016efd:1:n STOCK:000000010000016efd:1:o STOCK:000000010000016efd:1:p STOCK:000000010000016efd:1:q STOCK:00000001000000d55f:1:c
