CUSTOMER:00000001000000000300000008d0:1:d CUSTOMER:00000001000000000300000008d0:1:e CUSTOMER:00000001000000000300000008d0:1:f CUSTOMER:00000001000000000300000008d0:1:q
CUSTOMER:00000001000000000a0000000470:1:d CUSTOMER:00000001000000000a0000000470:1:e CUSTOMER:00000001000000000a0000000470:1:f CUSTOMER:00000001000000000a0000000470:1:q
WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000002:2 DISTRICT:000000010000000002:3
WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000003:2 DISTRICT:000000010000000003:3
WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000005:2 DISTRICT:000000010000000005:3
CUSTOMER:000000010000000001000000092c:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000001:2 DISTRICT:000000010000000001:3
CUSTOMER:0000000100000000070000000ba0:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000007:2 DISTRICT:000000010000000007:3
CUSTOMER:000000010000000009000000091b:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000009:2 DISTRICT:000000010000000009:3
CUSTOMER:00000001000000000800000004cc:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000008:2 DISTRICT:000000010000000008:3
CUSTOMER:0000000100000000040000000730:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000004:2 DISTRICT:000000010000000004:3
CUSTOMER:00000001000000000700000000f8:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000007:2 DISTRICT:000000010000000007:3
CUSTOMER:00000001000000000a0000000520:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:00000001000000000a:2 DISTRICT:00000001000000000a:3
CUSTOMER:00000001000000000900000004f0:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000009:2 DISTRICT:000000010000000009:3
CUSTOMER:00000001000000000a0000000518:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:00000001000000000a:2 DISTRICT:00000001000000000a:3
CUSTOMER:00000001000000000100000007c7:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000001:2 DISTRICT:000000010000000001:3
CUSTOMER:0000000100000000060000000aa6:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000006:2 DISTRICT:000000010000000006:3
CUSTOMER:00000001000000000600000004ef:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000006:2 DISTRICT:000000010000000006:3
CUSTOMER:00000001000000000600000004f0:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000006:2 DISTRICT:000000010000000006:3
CUSTOMER:00000001000000000400000001f0:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000004:2 DISTRICT:000000010000000004:3
STOCK:000000010000004576:1:o STOCK:000000010000004576:1:p STOCK:000000010000004576:1:q STOCK:000000010000000cab:1:c STOCK:000000010000000cab:1:i STOCK:000000010000000cab:1:n STOCK:000000010000000cab:1:o STOCK:000000010000000cab:1:p STOCK:000000010000000cab:1:q STOCK:0000000100000111bf:1:c STOCK:0000000100000111bf:1:i STOCK:0000000100000111bf:1:n STOCK:0000000100000111bf:1:o STOCK:0000000100000111bf:1:p STOCK:0000000100000111bf:1:q
STOCK:00000001000000d68f:1:o STOCK:00000001000000d68f:1:p STOCK:00000001000000d68f:1:q STOCK:000000010000018351:1:c STOCK:000000010000018351:1:i STOCK:000000010000018351:1:n STOCK:000000010000018351:1:o STOCK:000000010000018351:1:p STOCK:000000010000018351:1:q STOCK:0000000100000049fe:1:c STOCK:0000000100000049fe:1:i STOCK:0000000100000049fe:1:n STOCK:0000000100000049fe:1:o STOCK:0000000100000049fe:1:p STOCK:0000000100000049fe:1:q
STOCK:00000001000000d68f:1:n STOCK:00000001000000d68f:1:o STOCK:00000001000000d68f:1:p STOCK:00000001000000d68f:1:q STOCK:000000010000018351:1:c STOCK:000000010000018351:1:i STOCK:000000010000018351:1:n STOCK:000000010000018351:1:o STOCK:000000010000018351:1:p STOCK:000000010000018351:1:q STOCK:0000000100000049fe:1:c STOCK:0000000100000049fe:1:i STOCK:0000000100000049fe:1:n STOCK:0000000100000049fe:1:o STOCK:0000000100000049fe:1:p
STOCK:00000001000000d68f:1:i STOCK:00000001000000d68f:1:n STOCK:00000001000000d68f:1:o STOCK:00000001000000d68f:1:p STOCK:00000001000000d68f:1:q STOCK:000000010000018351:1:c STOCK:000000010000018351:1:i STOCK:000000010000018351:1:n STOCK:000000010000018351:1:o STOCK:000000010000018351:1:p STOCK:000000010000018351:1:q STOCK:0000000100000049fe:1:c STOCK:0000000100000049fe:1:i STOCK:0000000100000049fe:1:n STOCK:0000000100000049fe:1:o
STOCK:00000001000000d68f:1:c STOCK:00000001000000d68f:1:i STOCK:00000001000000d68f:1:n STOCK:00000001000000d68f:1:o STOCK:00000001000000d68f:1:p STOCK:00000001000000d68f:1:q STOCK:000000010000018351:1:c STOCK:000000010000018351:1:i STOCK:000000010000018351:1:n STOCK:000000010000018351:1:o STOCK:000000010000018351:1:p STOCK:000000010000018351:1:q STOCK:0000000100000049fe:1:c STOCK:0000000100000049fe:1:i STOCK:0000000100000049fe:1:n
CUSTOMER:00000001000000000600000004ae:1:p STOCK:00000001000000d68f:1:c STOCK:00000001000000d68f:1:i STOCK:00000001000000d68f:1:n STOCK:00000001000000d68f:1:o STOCK:00000001000000d68f:1:p STOCK:00000001000000d68f:1:q STOCK:000000010000018351:1:c STOCK:000000010000018351:1:i STOCK:000000010000018351:1:n STOCK:000000010000018351:1:o STOCK:000000010000018351:1:p STOCK:000000010000018351:1:q STOCK:0000000100000049fe:1:c STOCK:0000000100000049fe:1:i
CUSTOMER:00000001000000000600000004ae:1:n CUSTOMER:00000001000000000600000004ae:1:p STOCK:00000001000000d68f:1:c STOCK:00000001000000d68f:1:i STOCK:00000001000000d68f:1:n STOCK:00000001000000d68f:1:o STOCK:00000001000000d68f:1:p STOCK:00000001000000d68f:1:q STOCK:000000010000018351:1:c STOCK:000000010000018351:1:i STOCK:000000010000018351:1:n STOCK:000000010000018351:1:o STOCK:000000010000018351:1:p STOCK:000000010000018351:1:q STOCK:0000000100000049fe:1:c
CUSTOMER:00000001000000000600000004ae:1:f CUSTOMER:00000001000000000600000004ae:1:n CUSTOMER:00000001000000000600000004ae:1:p STOCK:00000001000000d68f:1:c STOCK:00000001000000d68f:1:i STOCK:00000001000000d68f:1:n STOCK:00000001000000d68f:1:o STOCK:00000001000000d68f:1:p STOCK:00000001000000d68f:1:q STOCK:000000010000018351:1:c STOCK:000000010000018351:1:i STOCK:000000010000018351:1:n STOCK:000000010000018351:1:o STOCK:000000010000018351:1:p STOCK:000000010000018351:1:q
ITEM:0000ce6f:1:c ITEM:0000ce6f:1:d ITEM:0000ce6f:1:e ITEM:000102bc:1:c ITEM:000102bc:1:d ITEM:000102bc:1:e ITEM:00004576:1:c ITEM:00004576:1:d ITEM:00004576:1:e ITEM:00000cab:1:c ITEM:00000cab:1:d ITEM:00000cab:1:e ITEM:000111bf:1:c ITEM:000111bf:1:d ITEM:000111bf:1:e
ITEM:000115fd:1:e ITEM:0000ce6f:1:c ITEM:0000ce6f:1:d ITEM:0000ce6f:1:e ITEM:000102bc:1:c ITEM:000102bc:1:d ITEM:000102bc:1:e ITEM:00004576:1:c ITEM:00004576:1:d ITEM:00004576:1:e ITEM:00000cab:1:c ITEM:00000cab:1:d ITEM:00000cab:1:e ITEM:000111bf:1:c ITEM:000111bf:1:d
ITEM:000115fd:1:d ITEM:000115fd:1:e ITEM:0000ce6f:1:c ITEM:0000ce6f:1:d ITEM:0000ce6f:1:e ITEM:000102bc:1:c ITEM:000102bc:1:d ITEM:000102bc:1:e ITEM:00004576:1:c ITEM:00004576:1:d ITEM:00004576:1:e ITEM:00000cab:1:c ITEM:00000cab:1:d ITEM:00000cab:1:e ITEM:000111bf:1:c
ITEM:000115fd:1:c ITEM:000115fd:1:d ITEM:000115fd:1:e ITEM:0000ce6f:1:c ITEM:0000ce6f:1:d ITEM:0000ce6f:1:e ITEM:000102bc:1:c ITEM:000102bc:1:d ITEM:000102bc:1:e ITEM:00004576:1:c ITEM:00004576:1:d ITEM:00004576:1:e ITEM:00000cab:1:c ITEM:00000cab:1:d ITEM:00000cab:1:e
ITEM:000007b6:1:e ITEM:000115fd:1:c ITEM:000115fd:1:d ITEM:000115fd:1:e ITEM:0000ce6f:1:c ITEM:0000ce6f:1:d ITEM:0000ce6f:1:e ITEM:000102bc:1:c ITEM:000102bc:1:d ITEM:000102bc:1:e ITEM:00004576:1:c ITEM:00004576:1:d ITEM:00004576:1:e ITEM:00000cab:1:c ITEM:00000cab:1:d
ITEM:000007b6:1:d ITEM:000007b6:1:e ITEM:000115fd:1:c ITEM:000115fd:1:d ITEM:000115fd:1:e ITEM:0000ce6f:1:c ITEM:0000ce6f:1:d ITEM:0000ce6f:1:e ITEM:000102bc:1:c ITEM:000102bc:1:d ITEM:000102bc:1:e ITEM:00004576:1:c ITEM:00004576:1:d ITEM:00004576:1:e ITEM:00000cab:1:c
ITEM:000007b6:1:c ITEM:000007b6:1:d ITEM:000007b6:1:e ITEM:000115fd:1:c ITEM:000115fd:1:d ITEM:000115fd:1:e ITEM:0000ce6f:1:c ITEM:0000ce6f:1:d ITEM:0000ce6f:1:e ITEM:000102bc:1:c ITEM:000102bc:1:d ITEM:000102bc:1:e ITEM:00004576:1:c ITEM:00004576:1:d ITEM:00004576:1:e
ITEM:000049fe:1:e ITEM:000007b6:1:c ITEM:000007b6:1:d ITEM:000007b6:1:e ITEM:000115fd:1:c ITEM:000115fd:1:d ITEM:000115fd:1:e ITEM:0000ce6f:1:c ITEM:0000ce6f:1:d ITEM:0000ce6f:1:e ITEM:000102bc:1:c ITEM:000102bc:1:d ITEM:000102bc:1:e ITEM:00004576:1:c ITEM:00004576:1:d
ITEM:000049fe:1:d ITEM:000049fe:1:e ITEM:000007b6:1:c ITEM:000007b6:1:d ITEM:000007b6:1:e ITEM:000115fd:1:c ITEM:000115fd:1:d ITEM:000115fd:1:e ITEM:0000ce6f:1:c ITEM:0000ce6f:1:d ITEM:0000ce6f:1:e ITEM:000102bc:1:c ITEM:000102bc:1:d ITEM:000102bc:1:e ITEM:00004576:1:c
ITEM:000049fe:1:c ITEM:000049fe:1:d ITEM:000049fe:1:e ITEM:000007b6:1:c ITEM:000007b6:1:d ITEM:000007b6:1:e ITEM:000115fd:1:c ITEM:000115fd:1:d ITEM:000115fd:1:e ITEM:0000ce6f:1:c ITEM:0000ce6f:1:d ITEM:0000ce6f:1:e ITEM:000102bc:1:c ITEM:000102bc:1:d ITEM:000102bc:1:e
ITEM:00018351:1:e ITEM:000049fe:1:c ITEM:000049fe:1:d ITEM:000049fe:1:e ITEM:000007b6:1:c ITEM:000007b6:1:d ITEM:000007b6:1:e ITEM:000115fd:1:c ITEM:000115fd:1:d ITEM:000115fd:1:e ITEM:0000ce6f:1:c ITEM:0000ce6f:1:d ITEM:0000ce6f:1:e ITEM:000102bc:1:c ITEM:000102bc:1:d
ITEM:00018351:1:d ITEM:00018351:1:e ITEM:000049fe:1:c ITEM:000049fe:1:d ITEM:000049fe:1:e ITEM:000007b6:1:c ITEM:000007b6:1:d ITEM:000007b6:1:e ITEM:000115fd:1:c ITEM:000115fd:1:d ITEM:000115fd:1:e ITEM:0000ce6f:1:c ITEM:0000ce6f:1:d ITEM:0000ce6f:1:e ITEM:000102bc:1:c
ITEM:00018351:1:c ITEM:00018351:1:d ITEM:00018351:1:e ITEM:000049fe:1:c ITEM:000049fe:1:d ITEM:000049fe:1:e ITEM:000007b6:1:c ITEM:000007b6:1:d ITEM:000007b6:1:e ITEM:000115fd:1:c ITEM:000115fd:1:d ITEM:000115fd:1:e ITEM:0000ce6f:1:c ITEM:0000ce6f:1:d ITEM:0000ce6f:1:e
ITEM:0000d68f:1:e ITEM:00018351:1:c ITEM:00018351:1:d ITEM:00018351:1:e ITEM:000049fe:1:c ITEM:000049fe:1:d ITEM:000049fe:1:e ITEM:000007b6:1:c ITEM:000007b6:1:d ITEM:000007b6:1:e ITEM:000115fd:1:c ITEM:000115fd:1:d ITEM:000115fd:1:e ITEM:0000ce6f:1:c ITEM:0000ce6f:1:d
ITEM:0000d68f:1:d ITEM:0000d68f:1:e ITEM:00018351:1:c ITEM:00018351:1:d ITEM:00018351:1:e ITEM:000049fe:1:c ITEM:000049fe:1:d ITEM:000049fe:1:e ITEM:000007b6:1:c ITEM:000007b6:1:d ITEM:000007b6:1:e ITEM:000115fd:1:c ITEM:000115fd:1:d ITEM:000115fd:1:e ITEM:0000ce6f:1:c
ITEM:0000d68f:1:c ITEM:0000d68f:1:d ITEM:0000d68f:1:e ITEM:00018351:1:c ITEM:00018351:1:d ITEM:00018351:1:e ITEM:000049fe:1:c ITEM:000049fe:1:d ITEM:000049fe:1:e ITEM:000007b6:1:c ITEM:000007b6:1:d ITEM:000007b6:1:e ITEM:000115fd:1:c ITEM:000115fd:1:d ITEM:000115fd:1:e
STOCK:0000000100000056c7:1:o STOCK:0000000100000056c7:1:p STOCK:0000000100000056c7:1:q STOCK:00000001000000545d:1:c STOCK:00000001000000545d:1:i STOCK:00000001000000545d:1:n STOCK:00000001000000545d:1:o STOCK:00000001000000545d:1:p STOCK:00000001000000545d:1:q STOCK:00000001000001731d:1:c STOCK:00000001000001731d:1:i STOCK:00000001000001731d:1:n STOCK:00000001000001731d:1:o STOCK:00000001000001731d:1:p STOCK:00000001000001731d:1:q
STOCK:0000000100000056c7:1:n STOCK:0000000100000056c7:1:o STOCK:0000000100000056c7:1:p STOCK:0000000100000056c7:1:q STOCK:00000001000000545d:1:c STOCK:00000001000000545d:1:i STOCK:00000001000000545d:1:n STOCK:00000001000000545d:1:o STOCK:00000001000000545d:1:p STOCK:00000001000000545d:1:q STOCK:00000001000001731d:1:c STOCK:00000001000001731d:1:i STOCK:00000001000001731d:1:n STOCK:00000001000001731d:1:o STOCK:00000001000001731d:1:p
STOCK:0000000100000056c7:1:i STOCK:0000000100000056c7:1:n STOCK:0000000100000056c7:1:o STOCK:0000000100000056c7:1:p STOCK:0000000100000056c7:1:q STOCK:00000001000000545d:1:c STOCK:00000001000000545d:1:i STOCK:00000001000000545d:1:n STOCK:00000001000000545d:1:o STOCK:00000001000000545d:1:p STOCK:00000001000000545d:1:q STOCK:00000001000001731d:1:c STOCK:00000001000001731d:1:i STOCK:00000001000001731d:1:n STOCK:00000001000001731d:1:o
STOCK:0000000100000056c7:1:c STOCK:0000000100000056c7:1:i STOCK:0000000100000056c7:1:n STOCK:0000000100000056c7:1:o STOCK:0000000100000056c7:1:p STOCK:0000000100000056c7:1:q STOCK:00000001000000545d:1:c STOCK:00000001000000545d:1:i STOCK:00000001000000545d:1:n STOCK:00000001000000545d:1:o STOCK:00000001000000545d:1:p STOCK:00000001000000545d:1:q STOCK:00000001000001731d:1:c STOCK:00000001000001731d:1:i STOCK:00000001000001731d:1:n
STOCK:000000010000010e7e:1:o STOCK:000000010000010e7e:1:p STOCK:000000010000010e7e:1:q STOCK:00000001000000337b:1:c STOCK:00000001000000337b:1:i STOCK:00000001000000337b:1:n STOCK:00000001000000337b:1:o STOCK:00000001000000337b:1:p STOCK:00000001000000337b:1:q STOCK:000000010000003d35:1:c STOCK:000000010000003d35:1:i STOCK:000000010000003d35:1:n STOCK:000000010000003d35:1:o STOCK:000000010000003d35:1:p STOCK:000000010000003d35:1:q
STOCK:000000010000010e7e:1:n STOCK:000000010000010e7e:1:o STOCK:000000010000010e7e:1:p STOCK:000000010000010e7e:1:q STOCK:00000001000000337b:1:c STOCK:00000001000000337b:1:i STOCK:00000001000000337b:1:n STOCK:00000001000000337b:1:o STOCK:00000001000000337b:1:p STOCK:00000001000000337b:1:q STOCK:000000010000003d35:1:c STOCK:000000010000003d35:1:i STOCK:000000010000003d35:1:n STOCK:000000010000003d35:1:o STOCK:000000010000003d35:1:p
STOCK:000000010000010e7e:1:i STOCK:000000010000010e7e:1:n STOCK:000000010000010e7e:1:o STOCK:000000010000010e7e:1:p STOCK:000000010000010e7e:1:q STOCK:00000001000000337b:1:c STOCK:00000001000000337b:1:i STOCK:00000001000000337b:1:n STOCK:00000001000000337b:1:o STOCK:00000001000000337b:1:p STOCK:00000001000000337b:1:q STOCK:000000010000003d35:1:c STOCK:000000010000003d35:1:i STOCK:000000010000003d35:1:n STOCK:000000010000003d35:1:o
STOCK:000000010000010e7e:1:c STOCK:000000010000010e7e:1:i STOCK:000000010000010e7e:1:n STOCK:000000010000010e7e:1:o STOCK:000000010000010e7e:1:p STOCK:000000010000010e7e:1:q STOCK:00000001000000337b:1:c STOCK:00000001000000337b:1:i STOCK:00000001000000337b:1:n STOCK:00000001000000337b:1:o STOCK:00000001000000337b:1:p STOCK:00000001000000337b:1:q STOCK:000000010000003d35:1:c STOCK:000000010000003d35:1:i STOCK:000000010000003d35:1:n
CUSTOMER:0000000100000000060000000178:1:p STOCK:000000010000010e7e:1:c STOCK:000000010000010e7e:1:i STOCK:000000010000010e7e:1:n STOCK:000000010000010e7e:1:o STOCK:000000010000010e7e:1:p STOCK:000000010000010e7e:1:q STOCK:00000001000000337b:1:c STOCK:00000001000000337b:1:i STOCK:00000001000000337b:1:n STOCK:00000001000000337b:1:o STOCK:00000001000000337b:1:p STOCK:00000001000000337b:1:q STOCK:000000010000003d35:1:c STOCK:000000010000003d35:1:i
CUSTOMER:0000000100000000060000000178:1:n CUSTOMER:0000000100000000060000000178:1:p STOCK:000000010000010e7e:1:c STOCK:000000010000010e7e:1:i STOCK:000000010000010e7e:1:n STOCK:000000010000010e7e:1:o STOCK:000000010000010e7e:1:p STOCK:000000010000010e7e:1:q STOCK:00000001000000337b:1:c STOCK:00000001000000337b:1:i STOCK:00000001000000337b:1:n STOCK:00000001000000337b:1:o STOCK:00000001000000337b:1:p STOCK:00000001000000337b:1:q STOCK:000000010000003d35:1:c
CUSTOMER:0000000100000000060000000178:1:f CUSTOMER:0000000100000000060000000178:1:n CUSTOMER:0000000100000000060000000178:1:p STOCK:000000010000010e7e:1:c STOCK:000000010000010e7e:1:i STOCK:000000010000010e7e:1:n STOCK:000000010000010e7e:1:o STOCK:000000010000010e7e:1:p STOCK:000000010000010e7e:1:q STOCK:00000001000000337b:1:c STOCK:00000001000000337b:1:i STOCK:00000001000000337b:1:n STOCK:00000001000000337b:1:o STOCK:00000001000000337b:1:p STOCK:00000001000000337b:1:q
STOCK:0000000100000010dd:1:q STOCK:0000000100000056c7:1:c STOCK:0000000100000056c7:1:i STOCK:0000000100000056c7:1:n STOCK:0000000100000056c7:1:o STOCK:0000000100000056c7:1:p STOCK:0000000100000056c7:1:q STOCK:00000001000000545d:1:c STOCK:00000001000000545d:1:i STOCK:00000001000000545d:1:n STOCK:00000001000000545d:1:o STOCK:00000001000000545d:1:p STOCK:00000001000000545d:1:q STOCK:00000001000001731d:1:c STOCK:00000001000001731d:1:i
STOCK:000000010000010e7e:1:q STOCK:00000001000000337b:1:c STOCK:00000001000000337b:1:i STOCK:00000001000000337b:1:n STOCK:00000001000000337b:1:o STOCK:00000001000000337b:1:p STOCK:00000001000000337b:1:q STOCK:000000010000003d35:1:c STOCK:000000010000003d35:1:i STOCK:000000010000003d35:1:n STOCK:000000010000003d35:1:o STOCK:000000010000003d35:1:p STOCK:000000010000003d35:1:q STOCK:0000000100000010dd:1:c STOCK:0000000100000010dd:1:i
STOCK:000000010000010e7e:1:p STOCK:000000010000010e7e:1:q STOCK:00000001000000337b:1:c STOCK:00000001000000337b:1:i STOCK:00000001000000337b:1:n STOCK:00000001000000337b:1:o STOCK:00000001000000337b:1:p STOCK:00000001000000337b:1:q STOCK:000000010000003d35:1:c STOCK:000000010000003d35:1:i STOCK:000000010000003d35:1:n STOCK:000000010000003d35:1:o STOCK:000000010000003d35:1:p STOCK:000000010000003d35:1:q STOCK:0000000100000010dd:1:c
STOCK:000000010000003cbf:1:o STOCK:000000010000003cbf:1:p STOCK:000000010000003cbf:1:q STOCK:000000010000000c9b:1:c STOCK:000000010000000c9b:1:j STOCK:000000010000000c9b:1:n STOCK:000000010000000c9b:1:o STOCK:000000010000000c9b:1:p STOCK:000000010000000c9b:1:q STOCK:000000010000017745:1:c STOCK:000000010000017745:1:j STOCK:000000010000017745:1:n STOCK:000000010000017745:1:o STOCK:000000010000017745:1:p STOCK:000000010000017745:1:q
STOCK:000000010000003cbf:1:n STOCK:000000010000003cbf:1:o STOCK:000000010000003cbf:1:p STOCK:000000010000003cbf:1:q STOCK:000000010000000c9b:1:c STOCK:000000010000000c9b:1:j STOCK:000000010000000c9b:1:n STOCK:000000010000000c9b:1:o STOCK:000000010000000c9b:1:p STOCK:000000010000000c9b:1:q STOCK:000000010000017745:1:c STOCK:000000010000017745:1:j STOCK:000000010000017745:1:n STOCK:000000010000017745:1:o STOCK:000000010000017745:1:p
STOCK:000000010000003cbf:1:j STOCK:000000010000003cbf:1:n STOCK:000000010000003cbf:1:o STOCK:000000010000003cbf:1:p STOCK:000000010000003cbf:1:q STOCK:000000010000000c9b:1:c STOCK:000000010000000c9b:1:j STOCK:000000010000000c9b:1:n STOCK:000000010000000c9b:1:o STOCK:000000010000000c9b:1:p STOCK:000000010000000c9b:1:q STOCK:000000010000017745:1:c STOCK:000000010000017745:1:j STOCK:000000010000017745:1:n STOCK:000000010000017745:1:o
STOCK:0000000100000010dd:1:p STOCK:0000000100000010dd:1:q STOCK:0000000100000056c7:1:c STOCK:0000000100000056c7:1:i STOCK:0000000100000056c7:1:n STOCK:0000000100000056c7:1:o STOCK:0000000100000056c7:1:p STOCK:0000000100000056c7:1:q STOCK:00000001000000545d:1:c STOCK:00000001000000545d:1:i STOCK:00000001000000545d:1:n STOCK:00000001000000545d:1:o STOCK:00000001000000545d:1:p STOCK:00000001000000545d:1:q STOCK:00000001000001731d:1:c
STOCK:000000010000003cbf:1:c STOCK:000000010000003cbf:1:j STOCK:000000010000003cbf:1:n STOCK:000000010000003cbf:1:o STOCK:000000010000003cbf:1:p STOCK:000000010000003cbf:1:q STOCK:000000010000000c9b:1:c STOCK:000000010000000c9b:1:j STOCK:000000010000000c9b:1:n STOCK:000000010000000c9b:1:o STOCK:000000010000000c9b:1:p STOCK:000000010000000c9b:1:q STOCK:000000010000017745:1:c STOCK:000000010000017745:1:j STOCK:000000010000017745:1:n
STOCK:000000010000011370:1:q STOCK:000000010000003cbf:1:c STOCK:000000010000003cbf:1:j STOCK:000000010000003cbf:1:n STOCK:000000010000003cbf:1:o STOCK:000000010000003cbf:1:p STOCK:000000010000003cbf:1:q STOCK:000000010000000c9b:1:c STOCK:000000010000000c9b:1:j STOCK:000000010000000c9b:1:n STOCK:000000010000000c9b:1:o STOCK:000000010000000c9b:1:p STOCK:000000010000000c9b:1:q STOCK:000000010000017745:1:c STOCK:000000010000017745:1:j
STOCK:000000010000011370:1:p STOCK:000000010000011370:1:q STOCK:000000010000003cbf:1:c STOCK:000000010000003cbf:1:j STOCK:000000010000003cbf:1:n STOCK:000000010000003cbf:1:o STOCK:000000010000003cbf:1:p STOCK:000000010000003cbf:1:q STOCK:000000010000000c9b:1:c STOCK:000000010000000c9b:1:j STOCK:000000010000000c9b:1:n STOCK:000000010000000c9b:1:o STOCK:000000010000000c9b:1:p STOCK:000000010000000c9b:1:q STOCK:000000010000017745:1:c
STOCK:000000010000011370:1:o STOCK:000000010000011370:1:p STOCK:000000010000011370:1:q STOCK:000000010000003cbf:1:c STOCK:000000010000003cbf:1:j STOCK:000000010000003cbf:1:n STOCK:000000010000003cbf:1:o STOCK:000000010000003cbf:1:p STOCK:000000010000003cbf:1:q STOCK:000000010000000c9b:1:c STOCK:000000010000000c9b:1:j STOCK:000000010000000c9b:1:n STOCK:000000010000000c9b:1:o STOCK:000000010000000c9b:1:p STOCK:000000010000000c9b:1:q
STOCK:000000010000011370:1:n STOCK:000000010000011370:1:o STOCK:000000010000011370:1:p STOCK:000000010000011370:1:q STOCK:000000010000003cbf:1:c STOCK:000000010000003cbf:1:j STOCK:000000010000003cbf:1:n STOCK:000000010000003cbf:1:o STOCK:000000010000003cbf:1:p STOCK:000000010000003cbf:1:q STOCK:000000010000000c9b:1:c STOCK:000000010000000c9b:1:j STOCK:000000010000000c9b:1:n STOCK:000000010000000c9b:1:o STOCK:000000010000000c9b:1:p
STOCK:000000010000011370:1:j STOCK:000000010000011370:1:n STOCK:000000010000011370:1:o STOCK:000000010000011370:1:p STOCK:000000010000011370:1:q STOCK:000000010000003cbf:1:c STOCK:000000010000003cbf:1:j STOCK:000000010000003cbf:1:n STOCK:000000010000003cbf:1:o STOCK:000000010000003cbf:1:p STOCK:000000010000003cbf:1:q STOCK:000000010000000c9b:1:c STOCK:000000010000000c9b:1:j STOCK:000000010000000c9b:1:n STOCK:000000010000000c9b:1:o
STOCK:000000010000011370:1:c STOCK:000000010000011370:1:j STOCK:000000010000011370:1:n STOCK:000000010000011370:1:o STOCK:000000010000011370:1:p STOCK:000000010000011370:1:q STOCK:000000010000003cbf:1:c STOCK:000000010000003cbf:1:j STOCK:000000010000003cbf:1:n STOCK:000000010000003cbf:1:o STOCK:000000010000003cbf:1:p STOCK:000000010000003cbf:1:q STOCK:000000010000000c9b:1:c STOCK:000000010000000c9b:1:j STOCK:000000010000000c9b:1:n
STOCK:0000000100000000dd:1:q STOCK:000000010000011370:1:c STOCK:000000010000011370:1:j STOCK:000000010000011370:1:n STOCK:000000010000011370:1:o STOCK:000000010000011370:1:p STOCK:000000010000011370:1:q STOCK:000000010000003cbf:1:c STOCK:000000010000003cbf:1:j STOCK:000000010000003cbf:1:n STOCK:000000010000003cbf:1:o STOCK:000000010000003cbf:1:p STOCK:000000010000003cbf:1:q STOCK:000000010000000c9b:1:c STOCK:000000010000000c9b:1:j
STOCK:0000000100000000dd:1:p STOCK:0000000100000000dd:1:q STOCK:000000010000011370:1:c STOCK:000000010000011370:1:j STOCK:000000010000011370:1:n STOCK:000000010000011370:1:o STOCK:000000010000011370:1:p STOCK:000000010000011370:1:q STOCK:000000010000003cbf:1:c STOCK:000000010000003cbf:1:j STOCK:000000010000003cbf:1:n STOCK:000000010000003cbf:1:o STOCK:000000010000003cbf:1:p STOCK:000000010000003cbf:1:q STOCK:000000010000000c9b:1:c
STOCK:0000000100000000dd:1:o STOCK:0000000100000000dd:1:p STOCK:0000000100000000dd:1:q STOCK:000000010000011370:1:c STOCK:000000010000011370:1:j STOCK:000000010000011370:1:n STOCK:000000010000011370:1:o STOCK:000000010000011370:1:p STOCK:000000010000011370:1:q STOCK:000000010000003cbf:1:c STOCK:000000010000003cbf:1:j STOCK:000000010000003cbf:1:n STOCK:000000010000003cbf:1:o STOCK:000000010000003cbf:1:p STOCK:000000010000003cbf:1:q
STOCK:0000000100000000dd:1:n STOCK:0000000100000000dd:1:o STOCK:0000000100000000dd:1:p STOCK:0000000100000000dd:1:q STOCK:000000010000011370:1:c STOCK:000000010000011370:1:j STOCK:000000010000011370:1:n STOCK:000000010000011370:1:o STOCK:000000010000011370:1:p STOCK:000000010000011370:1:q STOCK:000000010000003cbf:1:c STOCK:000000010000003cbf:1:j STOCK:000000010000003cbf:1:n STOCK:000000010000003cbf:1:o STOCK:000000010000003cbf:1:p
