WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000004:2 DISTRICT:000000010000000004:3
WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000007:2 DISTRICT:000000010000000007:3
WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000006:2 DISTRICT:000000010000000006:3
WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000002:2 DISTRICT:000000010000000002:3
WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:00000001000000000a:2 DISTRICT:00000001000000000a:3
CUSTOMER:0000000100000000030000000178:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000003:2 DISTRICT:000000010000000003:3
CUSTOMER:00000001000000000900000000f7:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000009:2 DISTRICT:000000010000000009:3
CUSTOMER:000000010000000009000000092c:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000009:2 DISTRICT:000000010000000009:3
CUSTOMER:000000010000000005000000012d:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000005:2 DISTRICT:000000010000000005:3
CUSTOMER:00000001000000000800000004ed:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000008:2 DISTRICT:000000010000000008:3
CUSTOMER:000000010000000003000000023f:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000003:2 DISTRICT:000000010000000003:3
CUSTOMER:00000001000000000300000008e0:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000003:2 DISTRICT:000000010000000003:3
CUSTOMER:000000010000000001000000042f:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000001:2 DISTRICT:000000010000000001:3
CUSTOMER:0000000100000000010000000076:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000001:2 DISTRICT:000000010000000001:3
CUSTOMER:000000010000000008000000081f:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000008:2 DISTRICT:000000010000000008:3
STOCK:00000001000000dbbb:1:o STOCK:00000001000000dbbb:1:p STOCK:00000001000000dbbb:1:q STOCK:00000001000001277f:1:c STOCK:00000001000001277f:1:j STOCK:00000001000001277f:1:n STOCK:00000001000001277f:1:o STOCK:00000001000001277f:1:p STOCK:00000001000001277f:1:q STOCK:00000001000000c72f:1:c STOCK:00000001000000c72f:1:j STOCK:00000001000000c72f:1:n STOCK:00000001000000c72f:1:o STOCK:00000001000000c72f:1:p STOCK:00000001000000c72f:1:q
ITEM:00012b7f:1:e ITEM:0001073b:1:c ITEM:0001073b:1:d ITEM:0001073b:1:e ITEM:0000d16d:1:c ITEM:0000d16d:1:d ITEM:0000d16d:1:e ITEM:0000dbbb:1:c ITEM:0000dbbb:1:d ITEM:0000dbbb:1:e ITEM:0001277f:1:c ITEM:0001277f:1:d ITEM:0001277f:1:e ITEM:0000c72f:1:c ITEM:0000c72f:1:d
ITEM:00012b7f:1:d ITEM:00012b7f:1:e ITEM:0001073b:1:c ITEM:0001073b:1:d ITEM:0001073b:1:e ITEM:0000d16d:1:c ITEM:0000d16d:1:d ITEM:0000d16d:1:e ITEM:0000dbbb:1:c ITEM:0000dbbb:1:d ITEM:0000dbbb:1:e ITEM:0001277f:1:c ITEM:0001277f:1:d ITEM:0001277f:1:e ITEM:0000c72f:1:c
ITEM:00012b7f:1:c ITEM:00012b7f:1:d ITEM:00012b7f:1:e ITEM:0001073b:1:c ITEM:0001073b:1:d ITEM:0001073b:1:e ITEM:0000d16d:1:c ITEM:0000d16d:1:d ITEM:0000d16d:1:e ITEM:0000dbbb:1:c ITEM:0000dbbb:1:d ITEM:0000dbbb:1:e ITEM:0001277f:1:c ITEM:0001277f:1:d ITEM:0001277f:1:e
ITEM:00008c3e:1:e ITEM:00012b7f:1:c ITEM:00012b7f:1:d ITEM:00012b7f:1:e ITEM:0001073b:1:c ITEM:0001073b:1:d ITEM:0001073b:1:e ITEM:0000d16d:1:c ITEM:0000d16d:1:d ITEM:0000d16d:1:e ITEM:0000dbbb:1:c ITEM:0000dbbb:1:d ITEM:0000dbbb:1:e ITEM:0001277f:1:c ITEM:0001277f:1:d
ITEM:00008c3e:1:d ITEM:00008c3e:1:e ITEM:00012b7f:1:c ITEM:00012b7f:1:d ITEM:00012b7f:1:e ITEM:0001073b:1:c ITEM:0001073b:1:d ITEM:0001073b:1:e ITEM:0000d16d:1:c ITEM:0000d16d:1:d ITEM:0000d16d:1:e ITEM:0000dbbb:1:c ITEM:0000dbbb:1:d ITEM:0000dbbb:1:e ITEM:0001277f:1:c
ITEM:00008c3e:1:c ITEM:00008c3e:1:d ITEM:00008c3e:1:e ITEM:00012b7f:1:c ITEM:00012b7f:1:d ITEM:00012b7f:1:e ITEM:0001073b:1:c ITEM:0001073b:1:d ITEM:0001073b:1:e ITEM:0000d16d:1:c ITEM:0000d16d:1:d ITEM:0000d16d:1:e ITEM:0000dbbb:1:c ITEM:0000dbbb:1:d ITEM:0000dbbb:1:e
ITEM:00016f75:1:e ITEM:00008c3e:1:c ITEM:00008c3e:1:d ITEM:00008c3e:1:e ITEM:00012b7f:1:c ITEM:00012b7f:1:d ITEM:00012b7f:1:e ITEM:0001073b:1:c ITEM:0001073b:1:d ITEM:0001073b:1:e ITEM:0000d16d:1:c ITEM:0000d16d:1:d ITEM:0000d16d:1:e ITEM:0000dbbb:1:c ITEM:0000dbbb:1:d
ITEM:00016f75:1:d ITEM:00016f75:1:e ITEM:00008c3e:1:c ITEM:00008c3e:1:d ITEM:00008c3e:1:e ITEM:00012b7f:1:c ITEM:00012b7f:1:d ITEM:00012b7f:1:e ITEM:0001073b:1:c ITEM:0001073b:1:d ITEM:0001073b:1:e ITEM:0000d16d:1:c ITEM:0000d16d:1:d ITEM:0000d16d:1:e ITEM:0000dbbb:1:c
ITEM:00016f75:1:c ITEM:00016f75:1:d ITEM:00016f75:1:e ITEM:00008c3e:1:c ITEM:00008c3e:1:d ITEM:00008c3e:1:e ITEM:00012b7f:1:c ITEM:00012b7f:1:d ITEM:00012b7f:1:e ITEM:0001073b:1:c ITEM:0001073b:1:d ITEM:0001073b:1:e ITEM:0000d16d:1:c ITEM:0000d16d:1:d ITEM:0000d16d:1:e
ITEM:0000028e:1:e ITEM:00016f75:1:c ITEM:00016f75:1:d ITEM:00016f75:1:e ITEM:00008c3e:1:c ITEM:00008c3e:1:d ITEM:00008c3e:1:e ITEM:00012b7f:1:c ITEM:00012b7f:1:d ITEM:00012b7f:1:e ITEM:0001073b:1:c ITEM:0001073b:1:d ITEM:0001073b:1:e ITEM:0000d16d:1:c ITEM:0000d16d:1:d
ITEM:0000028e:1:d ITEM:0000028e:1:e ITEM:00016f75:1:c ITEM:00016f75:1:d ITEM:00016f75:1:e ITEM:00008c3e:1:c ITEM:00008c3e:1:d ITEM:00008c3e:1:e ITEM:00012b7f:1:c ITEM:00012b7f:1:d ITEM:00012b7f:1:e ITEM:0001073b:1:c ITEM:0001073b:1:d ITEM:0001073b:1:e ITEM:0000d16d:1:c
ITEM:0000028e:1:c ITEM:0000028e:1:d ITEM:0000028e:1:e ITEM:00016f75:1:c ITEM:00016f75:1:d ITEM:00016f75:1:e ITEM:00008c3e:1:c ITEM:00008c3e:1:d ITEM:00008c3e:1:e ITEM:00012b7f:1:c ITEM:00012b7f:1:d ITEM:00012b7f:1:e ITEM:0001073b:1:c ITEM:0001073b:1:d ITEM:0001073b:1:e
STOCK:000000010000010d37:1:o STOCK:000000010000010d37:1:p STOCK:000000010000010d37:1:q STOCK:00000001000001135f:1:c STOCK:00000001000001135f:1:h STOCK:00000001000001135f:1:n STOCK:00000001000001135f:1:o STOCK:00000001000001135f:1:p STOCK:00000001000001135f:1:q STOCK:00000001000000ef0f:1:c STOCK:00000001000000ef0f:1:h STOCK:00000001000000ef0f:1:n STOCK:00000001000000ef0f:1:o STOCK:00000001000000ef0f:1:p STOCK:00000001000000ef0f:1:q
STOCK:000000010000010d37:1:n STOCK:000000010000010d37:1:o STOCK:000000010000010d37:1:p STOCK:000000010000010d37:1:q STOCK:00000001000001135f:1:c STOCK:00000001000001135f:1:h STOCK:00000001000001135f:1:n STOCK:00000001000001135f:1:o STOCK:00000001000001135f:1:p STOCK:00000001000001135f:1:q STOCK:00000001000000ef0f:1:c STOCK:00000001000000ef0f:1:h STOCK:00000001000000ef0f:1:n STOCK:00000001000000ef0f:1:o STOCK:00000001000000ef0f:1:p
STOCK:000000010000010d37:1:h STOCK:000000010000010d37:1:n STOCK:000000010000010d37:1:o STOCK:000000010000010d37:1:p STOCK:000000010000010d37:1:q STOCK:00000001000001135f:1:c STOCK:00000001000001135f:1:h STOCK:00000001000001135f:1:n STOCK:00000001000001135f:1:o STOCK:00000001000001135f:1:p STOCK:00000001000001135f:1:q STOCK:00000001000000ef0f:1:c STOCK:00000001000000ef0f:1:h STOCK:00000001000000ef0f:1:n STOCK:00000001000000ef0f:1:o
STOCK:000000010000010d37:1:c STOCK:000000010000010d37:1:h STOCK:000000010000010d37:1:n STOCK:000000010000010d37:1:o STOCK:000000010000010d37:1:p STOCK:000000010000010d37:1:q STOCK:00000001000001135f:1:c STOCK:00000001000001135f:1:h STOCK:00000001000001135f:1:n STOCK:00000001000001135f:1:o STOCK:00000001000001135f:1:p STOCK:00000001000001135f:1:q STOCK:00000001000000ef0f:1:c STOCK:00000001000000ef0f:1:h STOCK:00000001000000ef0f:1:n
STOCK:00000001000000f576:1:q STOCK:000000010000010d37:1:c STOCK:000000010000010d37:1:h STOCK:000000010000010d37:1:n STOCK:000000010000010d37:1:o STOCK:000000010000010d37:1:p STOCK:000000010000010d37:1:q STOCK:00000001000001135f:1:c STOCK:00000001000001135f:1:h STOCK:00000001000001135f:1:n STOCK:00000001000001135f:1:o STOCK:00000001000001135f:1:p STOCK:00000001000001135f:1:q STOCK:00000001000000ef0f:1:c STOCK:00000001000000ef0f:1:h
STOCK:00000001000000f576:1:p STOCK:00000001000000f576:1:q STOCK:000000010000010d37:1:c STOCK:000000010000010d37:1:h STOCK:000000010000010d37:1:n STOCK:000000010000010d37:1:o STOCK:000000010000010d37:1:p STOCK:000000010000010d37:1:q STOCK:00000001000001135f:1:c STOCK:00000001000001135f:1:h STOCK:00000001000001135f:1:n STOCK:00000001000001135f:1:o STOCK:00000001000001135f:1:p STOCK:00000001000001135f:1:q STOCK:00000001000000ef0f:1:c
STOCK:00000001000000f576:1:o STOCK:00000001000000f576:1:p STOCK:00000001000000f576:1:q STOCK:000000010000010d37:1:c STOCK:000000010000010d37:1:h STOCK:000000010000010d37:1:n STOCK:000000010000010d37:1:o STOCK:000000010000010d37:1:p STOCK:000000010000010d37:1:q STOCK:00000001000001135f:1:c STOCK:00000001000001135f:1:h STOCK:00000001000001135f:1:n STOCK:00000001000001135f:1:o STOCK:00000001000001135f:1:p STOCK:00000001000001135f:1:q
STOCK:00000001000000f576:1:n STOCK:00000001000000f576:1:o STOCK:00000001000000f576:1:p STOCK:00000001000000f576:1:q STOCK:000000010000010d37:1:c STOCK:000000010000010d37:1:h STOCK:000000010000010d37:1:n STOCK:000000010000010d37:1:o STOCK:000000010000010d37:1:p STOCK:000000010000010d37:1:q STOCK:00000001000001135f:1:c STOCK:00000001000001135f:1:h STOCK:00000001000001135f:1:n STOCK:00000001000001135f:1:o STOCK:00000001000001135f:1:p
STOCK:00000001000000f576:1:h STOCK:00000001000000f576:1:n STOCK:00000001000000f576:1:o STOCK:00000001000000f576:1:p STOCK:00000001000000f576:1:q STOCK:000000010000010d37:1:c STOCK:000000010000010d37:1:h STOCK:000000010000010d37:1:n STOCK:000000010000010d37:1:o STOCK:000000010000010d37:1:p STOCK:000000010000010d37:1:q STOCK:00000001000001135f:1:c STOCK:00000001000001135f:1:h STOCK:00000001000001135f:1:n STOCK:00000001000001135f:1:o
STOCK:00000001000000f576:1:c STOCK:00000001000000f576:1:h STOCK:00000001000000f576:1:n STOCK:00000001000000f576:1:o STOCK:00000001000000f576:1:p STOCK:00000001000000f576:1:q STOCK:000000010000010d37:1:c STOCK:000000010000010d37:1:h STOCK:000000010000010d37:1:n STOCK:000000010000010d37:1:o STOCK:000000010000010d37:1:p STOCK:000000010000010d37:1:q STOCK:00000001000001135f:1:c STOCK:00000001000001135f:1:h STOCK:00000001000001135f:1:n
STOCK:00000001000001561d:1:q STOCK:00000001000000f576:1:c STOCK:00000001000000f576:1:h STOCK:00000001000000f576:1:n STOCK:00000001000000f576:1:o STOCK:00000001000000f576:1:p STOCK:00000001000000f576:1:q STOCK:000000010000010d37:1:c STOCK:000000010000010d37:1:h STOCK:000000010000010d37:1:n STOCK:000000010000010d37:1:o STOCK:000000010000010d37:1:p STOCK:000000010000010d37:1:q STOCK:00000001000001135f:1:c STOCK:00000001000001135f:1:h
STOCK:00000001000001561d:1:p STOCK:00000001000001561d:1:q STOCK:00000001000000f576:1:c STOCK:00000001000000f576:1:h STOCK:00000001000000f576:1:n STOCK:00000001000000f576:1:o STOCK:00000001000000f576:1:p STOCK:00000001000000f576:1:q STOCK:000000010000010d37:1:c STOCK:000000010000010d37:1:h STOCK:000000010000010d37:1:n STOCK:000000010000010d37:1:o STOCK:000000010000010d37:1:p STOCK:000000010000010d37:1:q STOCK:00000001000001135f:1:c
STOCK:00000001000001561d:1:o STOCK:00000001000001561d:1:p STOCK:00000001000001561d:1:q STOCK:00000001000000f576:1:c STOCK:00000001000000f576:1:h STOCK:00000001000000f576:1:n STOCK:00000001000000f576:1:o STOCK:00000001000000f576:1:p STOCK:00000001000000f576:1:q STOCK:000000010000010d37:1:c STOCK:000000010000010d37:1:h STOCK:000000010000010d37:1:n STOCK:000000010000010d37:1:o STOCK:000000010000010d37:1:p STOCK:000000010000010d37:1:q
STOCK:00000001000001561d:1:n STOCK:00000001000001561d:1:o STOCK:00000001000001561d:1:p STOCK:00000001000001561d:1:q STOCK:00000001000000f576:1:c STOCK:00000001000000f576:1:h STOCK:00000001000000f576:1:n STOCK:00000001000000f576:1:o STOCK:00000001000000f576:1:p STOCK:00000001000000f576:1:q STOCK:000000010000010d37:1:c STOCK:000000010000010d37:1:h STOCK:000000010000010d37:1:n STOCK:000000010000010d37:1:o STOCK:000000010000010d37:1:p
STOCK:00000001000001561d:1:h STOCK:00000001000001561d:1:n STOCK:00000001000001561d:1:o STOCK:00000001000001561d:1:p STOCK:00000001000001561d:1:q STOCK:00000001000000f576:1:c STOCK:00000001000000f576:1:h STOCK:00000001000000f576:1:n STOCK:00000001000000f576:1:o STOCK:00000001000000f576:1:p STOCK:00000001000000f576:1:q STOCK:000000010000010d37:1:c STOCK:000000010000010d37:1:h STOCK:000000010000010d37:1:n STOCK:000000010000010d37:1:o
STOCK:00000001000001561d:1:c STOCK:00000001000001561d:1:h STOCK:00000001000001561d:1:n STOCK:00000001000001561d:1:o STOCK:00000001000001561d:1:p STOCK:00000001000001561d:1:q STOCK:00000001000000f576:1:c STOCK:00000001000000f576:1:h STOCK:00000001000000f576:1:n STOCK:00000001000000f576:1:o STOCK:00000001000000f576:1:p STOCK:00000001000000f576:1:q STOCK:000000010000010d37:1:c STOCK:000000010000010d37:1:h STOCK:000000010000010d37:1:n
STOCK:00000001000000d5ea:1:q STOCK:00000001000001561d:1:c STOCK:00000001000001561d:1:h STOCK:00000001000001561d:1:n STOCK:00000001000001561d:1:o STOCK:00000001000001561d:1:p STOCK:00000001000001561d:1:q STOCK:00000001000000f576:1:c STOCK:00000001000000f576:1:h STOCK:00000001000000f576:1:n STOCK:00000001000000f576:1:o STOCK:00000001000000f576:1:p STOCK:00000001000000f576:1:q STOCK:000000010000010d37:1:c STOCK:000000010000010d37:1:h
STOCK:00000001000000d5ea:1:p STOCK:00000001000000d5ea:1:q STOCK:00000001000001561d:1:c STOCK:00000001000001561d:1:h STOCK:00000001000001561d:1:n STOCK:00000001000001561d:1:o STOCK:00000001000001561d:1:p STOCK:00000001000001561d:1:q STOCK:00000001000000f576:1:c STOCK:00000001000000f576:1:h STOCK:00000001000000f576:1:n STOCK:00000001000000f576:1:o STOCK:00000001000000f576:1:p STOCK:00000001000000f576:1:q STOCK:000000010000010d37:1:c
STOCK:00000001000000d5ea:1:o STOCK:00000001000000d5ea:1:p STOCK:00000001000000d5ea:1:q STOCK:00000001000001561d:1:c STOCK:00000001000001561d:1:h STOCK:00000001000001561d:1:n STOCK:00000001000001561d:1:o STOCK:00000001000001561d:1:p STOCK:00000001000001561d:1:q STOCK:00000001000000f576:1:c STOCK:00000001000000f576:1:h STOCK:00000001000000f576:1:n STOCK:00000001000000f576:1:o STOCK:00000001000000f576:1:p STOCK:00000001000000f576:1:q
STOCK:00000001000000d5ea:1:n STOCK:00000001000000d5ea:1:o STOCK:00000001000000d5ea:1:p STOCK:00000001000000d5ea:1:q STOCK:00000001000001561d:1:c STOCK:00000001000001561d:1:h STOCK:00000001000001561d:1:n STOCK:00000001000001561d:1:o STOCK:00000001000001561d:1:p STOCK:00000001000001561d:1:q STOCK:00000001000000f576:1:c STOCK:00000001000000f576:1:h STOCK:00000001000000f576:1:n STOCK:00000001000000f576:1:o STOCK:00000001000000f576:1:p
STOCK:00000001000000d5ea:1:h STOCK:00000001000000d5ea:1:n STOCK:00000001000000d5ea:1:o STOCK:00000001000000d5ea:1:p STOCK:00000001000000d5ea:1:q STOCK:00000001000001561d:1:c STOCK:00000001000001561d:1:h STOCK:00000001000001561d:1:n STOCK:00000001000001561d:1:o STOCK:00000001000001561d:1:p STOCK:00000001000001561d:1:q STOCK:00000001000000f576:1:c STOCK:00000001000000f576:1:h STOCK:00000001000000f576:1:n STOCK:00000001000000f576:1:o
STOCK:00000001000000d5ea:1:c STOCK:00000001000000d5ea:1:h STOCK:00000001000000d5ea:1:n STOCK:00000001000000d5ea:1:o STOCK:00000001000000d5ea:1:p STOCK:00000001000000d5ea:1:q STOCK:00000001000001561d:1:c STOCK:00000001000001561d:1:h STOCK:00000001000001561d:1:n STOCK:00000001000001561d:1:o STOCK:00000001000001561d:1:p STOCK:00000001000001561d:1:q STOCK:00000001000000f576:1:c STOCK:00000001000000f576:1:h STOCK:00000001000000f576:1:n
STOCK:000000010000011377:1:q STOCK:00000001000000d5ea:1:c STOCK:00000001000000d5ea:1:h STOCK:00000001000000d5ea:1:n STOCK:00000001000000d5ea:1:o STOCK:00000001000000d5ea:1:p STOCK:00000001000000d5ea:1:q STOCK:00000001000001561d:1:c STOCK:00000001000001561d:1:h STOCK:00000001000001561d:1:n STOCK:00000001000001561d:1:o STOCK:00000001000001561d:1:p STOCK:00000001000001561d:1:q STOCK:00000001000000f576:1:c STOCK:00000001000000f576:1:h
STOCK:000000010000011377:1:p STOCK:000000010000011377:1:q STOCK:00000001000000d5ea:1:c STOCK:00000001000000d5ea:1:h STOCK:00000001000000d5ea:1:n STOCK:00000001000000d5ea:1:o STOCK:00000001000000d5ea:1:p STOCK:00000001000000d5ea:1:q STOCK:00000001000001561d:1:c STOCK:00000001000001561d:1:h STOCK:00000001000001561d:1:n STOCK:00000001000001561d:1:o STOCK:00000001000001561d:1:p STOCK:00000001000001561d:1:q STOCK:00000001000000f576:1:c
STOCK:00000001000000dbbb:1:q STOCK:00000001000001277f:1:c STOCK:00000001000001277f:1:j STOCK:00000001000001277f:1:n STOCK:00000001000001277f:1:o STOCK:00000001000001277f:1:p STOCK:00000001000001277f:1:q STOCK:00000001000000c72f:1:c STOCK:00000001000000c72f:1:j STOCK:00000001000000c72f:1:n STOCK:00000001000000c72f:1:o STOCK:00000001000000c72f:1:p STOCK:00000001000000c72f:1:q STOCK:00000001000001345f:1:c STOCK:00000001000001345f:1:j
STOCK:000000010000011377:1:o STOCK:000000010000011377:1:p STOCK:000000010000011377:1:q STOCK:00000001000000d5ea:1:c STOCK:00000001000000d5ea:1:h STOCK:00000001000000d5ea:1:n STOCK:00000001000000d5ea:1:o STOCK:00000001000000d5ea:1:p STOCK:00000001000000d5ea:1:q STOCK:00000001000001561d:1:c STOCK:00000001000001561d:1:h STOCK:00000001000001561d:1:n STOCK:00000001000001561d:1:o STOCK:00000001000001561d:1:p STOCK:00000001000001561d:1:q
STOCK:000000010000011377:1:n STOCK:000000010000011377:1:o STOCK:000000010000011377:1:p STOCK:000000010000011377:1:q STOCK:00000001000000d5ea:1:c STOCK:00000001000000d5ea:1:h STOCK:00000001000000d5ea:1:n STOCK:00000001000000d5ea:1:o STOCK:00000001000000d5ea:1:p STOCK:00000001000000d5ea:1:q STOCK:00000001000001561d:1:c STOCK:00000001000001561d:1:h STOCK:00000001000001561d:1:n STOCK:00000001000001561d:1:o STOCK:00000001000001561d:1:p
ITEM:0001073b:1:d ITEM:0001073b:1:e ITEM:0000d16d:1:c ITEM:0000d16d:1:d ITEM:0000d16d:1:e ITEM:0000dbbb:1:c ITEM:0000dbbb:1:d ITEM:0000dbbb:1:e ITEM:0001277f:1:c ITEM:0001277f:1:d ITEM:0001277f:1:e ITEM:0000c72f:1:c ITEM:0000c72f:1:d ITEM:0000c72f:1:e ITEM:0001345f:1:c
STOCK:000000010000011377:1:h STOCK:000000010000011377:1:n STOCK:000000010000011377:1:o STOCK:000000010000011377:1:p STOCK:000000010000011377:1:q STOCK:00000001000000d5ea:1:c STOCK:00000001000000d5ea:1:h STOCK:00000001000000d5ea:1:n STOCK:00000001000000d5ea:1:o STOCK:00000001000000d5ea:1:p STOCK:00000001000000d5ea:1:q STOCK:00000001000001561d:1:c STOCK:00000001000001561d:1:h STOCK:00000001000001561d:1:n STOCK:00000001000001561d:1:o
STOCK:000000010000011377:1:c STOCK:000000010000011377:1:h STOCK:000000010000011377:1:n STOCK:000000010000011377:1:o STOCK:000000010000011377:1:p STOCK:000000010000011377:1:q STOCK:00000001000000d5ea:1:c STOCK:00000001000000d5ea:1:h STOCK:00000001000000d5ea:1:n STOCK:00000001000000d5ea:1:o STOCK:00000001000000d5ea:1:p STOCK:00000001000000d5ea:1:q STOCK:00000001000001561d:1:c STOCK:00000001000001561d:1:h STOCK:00000001000001561d:1:n
STOCK:00000001000000b56f:1:q STOCK:000000010000011377:1:c STOCK:000000010000011377:1:h STOCK:000000010000011377:1:n STOCK:000000010000011377:1:o STOCK:000000010000011377:1:p STOCK:000000010000011377:1:q STOCK:00000001000000d5ea:1:c STOCK:00000001000000d5ea:1:h STOCK:00000001000000d5ea:1:n STOCK:00000001000000d5ea:1:o STOCK:00000001000000d5ea:1:p STOCK:00000001000000d5ea:1:q STOCK:00000001000001561d:1:c STOCK:00000001000001561d:1:h
STOCK:00000001000000b56f:1:p STOCK:00000001000000b56f:1:q STOCK:000000010000011377:1:c STOCK:000000010000011377:1:h STOCK:000000010000011377:1:n STOCK:000000010000011377:1:o STOCK:000000010000011377:1:p STOCK:000000010000011377:1:q STOCK:00000001000000d5ea:1:c STOCK:00000001000000d5ea:1:h STOCK:00000001000000d5ea:1:n STOCK:00000001000000d5ea:1:o STOCK:00000001000000d5ea:1:p STOCK:00000001000000d5ea:1:q STOCK:00000001000001561d:1:c
STOCK:00000001000000b56f:1:o STOCK:00000001000000b56f:1:p STOCK:00000001000000b56f:1:q STOCK:000000010000011377:1:c STOCK:000000010000011377:1:h STOCK:000000010000011377:1:n STOCK:000000010000011377:1:o STOCK:000000010000011377:1:p STOCK:000000010000011377:1:q STOCK:00000001000000d5ea:1:c STOCK:00000001000000d5ea:1:h STOCK:00000001000000d5ea:1:n STOCK:00000001000000d5ea:1:o STOCK:00000001000000d5ea:1:p STOCK:00000001000000d5ea:1:q
STOCK:00000001000000b56f:1:n STOCK:00000001000000b56f:1:o STOCK:00000001000000b56f:1:p STOCK:00000001000000b56f:1:q STOCK:000000010000011377:1:c STOCK:000000010000011377:1:h STOCK:000000010000011377:1:n STOCK:000000010000011377:1:o STOCK:000000010000011377:1:p STOCK:000000010000011377:1:q STOCK:00000001000000d5ea:1:c STOCK:00000001000000d5ea:1:h STOCK:00000001000000d5ea:1:n STOCK:00000001000000d5ea:1:o STOCK:00000001000000d5ea:1:p
STOCK:00000001000000b56f:1:h STOCK:00000001000000b56f:1:n STOCK:00000001000000b56f:1:o STOCK:00000001000000b56f:1:p STOCK:00000001000000b56f:1:q STOCK:000000010000011377:1:c STOCK:000000010000011377:1:h STOCK:000000010000011377:1:n STOCK:000000010000011377:1:o STOCK:000000010000011377:1:p STOCK:000000010000011377:1:q STOCK:00000001000000d5ea:1:c STOCK:00000001000000d5ea:1:h STOCK:00000001000000d5ea:1:n STOCK:00000001000000d5ea:1:o
STOCK:00000001000000b56f:1:c STOCK:00000001000000b56f:1:h STOCK:00000001000000b56f:1:n STOCK:00000001000000b56f:1:o STOCK:00000001000000b56f:1:p STOCK:00000001000000b56f:1:q STOCK:000000010000011377:1:c STOCK:000000010000011377:1:h STOCK:000000010000011377:1:n STOCK:000000010000011377:1:o STOCK:000000010000011377:1:p STOCK:000000010000011377:1:q STOCK:00000001000000d5ea:1:c STOCK:00000001000000d5ea:1:h STOCK:00000001000000d5ea:1:n
STOCK:00000001000001397d:1:o STOCK:00000001000001397d:1:p STOCK:00000001000001397d:1:q STOCK:0000000100000044be:1:c STOCK:0000000100000044be:1:h STOCK:0000000100000044be:1:n STOCK:0000000100000044be:1:o STOCK:0000000100000044be:1:p STOCK:0000000100000044be:1:q STOCK:00000001000000d76f:1:c STOCK:00000001000000d76f:1:h STOCK:00000001000000d76f:1:n STOCK:00000001000000d76f:1:o STOCK:00000001000000d76f:1:p STOCK:00000001000000d76f:1:q
STOCK:00000001000001397d:1:n STOCK:00000001000001397d:1:o STOCK:00000001000001397d:1:p STOCK:00000001000001397d:1:q STOCK:0000000100000044be:1:c STOCK:0000000100000044be:1:h STOCK:0000000100000044be:1:n STOCK:0000000100000044be:1:o STOCK:0000000100000044be:1:p STOCK:0000000100000044be:1:q STOCK:00000001000000d76f:1:c STOCK:00000001000000d76f:1:h STOCK:00000001000000d76f:1:n STOCK:00000001000000d76f:1:o STOCK:00000001000000d76f:1:p
STOCK:00000001000001397d:1:h STOCK:00000001000001397d:1:n STOCK:00000001000001397d:1:o STOCK:00000001000001397d:1:p STOCK:00000001000001397d:1:q STOCK:0000000100000044be:1:c STOCK:0000000100000044be:1:h STOCK:0000000100000044be:1:n STOCK:0000000100000044be:1:o STOCK:0000000100000044be:1:p STOCK:0000000100000044be:1:q STOCK:00000001000000d76f:1:c STOCK:00000001000000d76f:1:h STOCK:00000001000000d76f:1:n STOCK:00000001000000d76f:1:o
STOCK:00000001000001397d:1:c STOCK:00000001000001397d:1:h STOCK:00000001000001397d:1:n STOCK:00000001000001397d:1:o STOCK:00000001000001397d:1:p STOCK:00000001000001397d:1:q STOCK:0000000100000044be:1:c STOCK:0000000100000044be:1:h STOCK:0000000100000044be:1:n STOCK:0000000100000044be:1:o STOCK:0000000100000044be:1:p STOCK:0000000100000044be:1:q STOCK:00000001000000d76f:1:c STOCK:00000001000000d76f:1:h STOCK:00000001000000d76f:1:n
STOCK:000000010000007325:1:q STOCK:00000001000001397d:1:c STOCK:00000001000001397d:1:h STOCK:00000001000001397d:1:n STOCK:00000001000001397d:1:o STOCK:00000001000001397d:1:p STOCK:00000001000001397d:1:q STOCK:0000000100000044be:1:c STOCK:0000000100000044be:1:h STOCK:0000000100000044be:1:n STOCK:0000000100000044be:1:o STOCK:0000000100000044be:1:p STOCK:0000000100000044be:1:q STOCK:00000001000000d76f:1:c STOCK:00000001000000d76f:1:h
